time_s,x,y,z,rx,ry,rz,vx,vy,vz,wx,wy,wz
-0.17999439499999426,0.6578389081674558,-0.26826456436198476,0.3148411888460269,1.9462286144031902,-2.3814833339454196,0.03722884555235224,0.0,0.0,0.0,0.0,0.0,0.0
-0.17212764299983974,0.6578351602864715,-0.2682640310400498,0.3148100452328185,1.9462396038703274,-2.3814023726741307,0.0371309280465885,0.0,0.0,0.0,0.0,0.0,0.0
-0.1641971819999526,0.6578539427774851,-0.2682512866312572,0.31480834505271776,1.9462336722688762,-2.3814274637925705,0.037187650964658515,0.0,0.0,0.0,0.0,0.0,0.0
-0.15619723500003602,0.6578376433067028,-0.2682610548364362,0.314828269423849,1.9462221298365814,-2.3815035918082725,0.037165908191930545,0.0,0.0,0.0,0.0,0.0,0.0
-0.14813215599951945,0.6578327788235722,-0.2682875104668811,0.3148261246238316,1.946191992392728,-2.3814932844755266,0.03717262921387111,0.0,0.0,0.0,0.0,0.0,0.0
-0.1401402399997096,0.6578532859683831,-0.26825617725955864,0.3148212124492058,1.9462168071967918,-2.381496803897947,0.03717930773799468,0.0,0.0,0.0,0.0,0.0,0.0
-0.13218447899998864,0.657845980289864,-0.2682467554129596,0.3148255250340205,1.9462541341012374,-2.3814865409086816,0.03720666379096434,0.0,0.0,0.0,0.0,0.0,0.0
-0.12414228699981322,0.6578405524526557,-0.26825869849431916,0.3148484808030884,1.9462695744230267,-2.381447253438574,0.03728061031039353,0.0,0.0,0.0,0.0,0.0,0.0
-0.11612602399964089,0.6578364041463489,-0.26824644752126847,0.31481748748350025,1.9463058326592513,-2.3814009494210664,0.037174443757882834,0.0,0.0,0.0,0.0,0.0,0.0
-0.10809840499950951,0.6578461144017951,-0.26826953576817225,0.31482253470244853,1.9462512843170454,-2.381480120562697,0.037136953323948126,0.0,0.0,0.0,0.0,0.0,0.0
-0.10019225799987908,0.657835389416855,-0.2682376557688589,0.3148285875803305,1.9462878722926387,-2.3814055832210155,0.037162121474334175,0.0,0.0,0.0,0.0,0.0,0.0
-0.09212396199927753,0.6578311579589351,-0.2682623119997948,0.31481066662732193,1.9462400874535482,-2.381434393705123,0.037147135270442236,0.0,0.0,0.0,0.0,0.0,0.0
-0.08413347299938323,0.6578408151244088,-0.26825432478275507,0.31480703180925573,1.9462457362242536,-2.3814417217583124,0.03713604541739662,0.0,0.0,0.0,0.0,0.0,0.0
-0.07610354000007646,0.6578445650304123,-0.268272612580098,0.31481361672314134,1.9462152230631415,-2.381495568834037,0.03720225923435002,0.0,0.0,0.0,0.0,0.0,0.0
-0.06810740199944121,0.6578446148052791,-0.2682487755101444,0.3148270743948538,1.9462387065197673,-2.3814658783666673,0.03721754940536754,0.0,0.0,0.0,0.0,0.0,0.0
-0.06015733599997475,0.6578518785244857,-0.2682412045690535,0.31483155259876594,1.946286375926479,-2.3814365066669514,0.03723004167125581,0.0,0.0,0.0,0.0,0.0,0.0
-0.052169693999530864,0.6578375756500356,-0.2682521760306468,0.3148253783073506,1.9462456002091089,-2.3813821889997384,0.037222770976249944,0.0,0.0,0.0,0.0,0.0,0.0
-0.044216698999662185,0.6578361591265001,-0.26825585864121354,0.31481827379280264,1.9462724979806616,-2.3813856223803316,0.03714459498250036,0.0,0.0,0.0,0.0,0.0,0.0
-0.036218444999576604,0.6578475542801336,-0.2682575329859874,0.31482332392799317,1.9462809524810705,-2.3814300915495754,0.03721393096878088,0.0,0.0,0.0,0.0,0.0,0.0
