elapsed_s,wall_time_s,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,tcp_x_m,tcp_y_m,tcp_z_m,tcp_rx_rad,tcp_ry_rad,tcp_rz_rad,tcp_vx_m_s,tcp_vy_m_s,tcp_vz_m_s,tcp_wx_rad_s,tcp_wy_rad_s,tcp_wz_rad_s
10.065805155,1789526650.420401096,-0.114074532,-1.765881364,-1.614508454,-4.656302873,4.750218868,-3.273981158,0.521526680,-0.226135577,0.523843618,2.144876517,-2.091510030,-0.184603517,-0.000935822,-0.000089995,-0.001911170,0.002362397,0.145345670,0.000925791
10.073782843,1789526650.428379297,-0.114050213,-1.766073052,-1.614544217,-4.657236520,4.750326633,-3.273957316,0.521534670,-0.226133738,0.523846443,2.144284186,-2.090862169,-0.185827026,0.000820937,-0.000404686,0.000814290,0.000087886,0.150119285,-0.004527443
10.081777081,1789526650.436373234,-0.114038293,-1.766252820,-1.614591901,-4.658265297,4.750386715,-3.273849789,0.521526790,-0.226132505,0.523863056,2.143563825,-2.090295253,-0.187197239,-0.000999407,-0.000322923,-0.002489984,0.003687351,0.168947410,-0.001007281
10.089758368,1789526650.444354534,-0.114026372,-1.766432587,-1.614675824,-4.659342710,4.750554562,-3.273813788,0.521507330,-0.226139981,0.523871092,2.142835220,-2.089546055,-0.188567377,0.000762761,0.000203188,-0.000147459,-0.000402664,0.168732735,-0.001750555
10.097749935,1789526650.452345371,-0.113966290,-1.766671960,-1.614747826,-4.660455410,4.750686169,-3.273729865,0.521522737,-0.226121747,0.523856391,2.142078948,-2.088772720,-0.190056211,-0.000312288,0.000786454,-0.002945506,-0.000197813,0.193706134,0.000573766
10.105713418,1789526650.460309267,-0.113990132,-1.766923253,-1.614843671,-4.661664192,4.750842094,-3.273681943,0.521512405,-0.226148826,0.523837884,2.141204777,-2.087973770,-0.191684729,-0.000166810,-0.000358426,-0.000388201,0.000825913,0.190872425,-0.005519314
10.113680707,1789526650.468275547,-0.113966290,-1.767186944,-1.614939992,-4.662932579,4.750985622,-3.273598496,0.521513933,-0.226150047,0.523820356,2.140310576,-2.087128717,-0.193397616,-0.000944774,-0.001603261,-0.000719114,-0.000226770,0.198834476,-0.002585844
10.121699484,1789526650.476294518,-0.113894288,-1.767426793,-1.615047757,-4.664153520,4.751129627,-3.273538415,0.521518137,-0.226125230,0.523804879,2.139517503,-2.086234927,-0.195037318,0.000170930,0.001389992,-0.001780092,-0.000960435,0.202370937,-0.001759102
10.129792020,1789526650.484386206,-0.113894288,-1.767678563,-1.615131680,-4.665445511,4.751345158,-3.273454730,0.521510359,-0.226145119,0.523802728,2.138568655,-2.085371137,-0.196679494,-0.000522318,-0.000682748,0.000069648,0.001488907,0.205073285,-0.000275600
10.137713321,1789526650.492307663,-0.113882367,-1.767917935,-1.615179841,-4.666714136,4.751512527,-3.273383204,0.521510000,-0.226154835,0.523819392,2.137698518,-2.084545839,-0.198285301,-0.001541346,-0.000804898,-0.001141072,0.000272372,0.206899527,-0.008128768
10.145743500,1789526650.500337839,-0.113822285,-1.768169228,-1.615275685,-4.667923395,4.751668453,-3.273311202,0.521519878,-0.226138287,0.523801692,2.136880133,-2.083673689,-0.199895559,0.000139901,0.001257842,-0.000607100,0.000675932,0.204625443,0.003742926
10.153720816,1789526650.508315325,-0.113834206,-1.768432919,-1.615407292,-4.669215862,4.751812935,-3.273215357,0.521505839,-0.226157418,0.523773185,2.135906022,-2.082845690,-0.201670986,-0.000498425,-0.000677920,0.000461821,0.000612658,0.202119377,-0.006216222
10.161689281,1789526650.516283989,-0.113798443,-1.768672291,-1.615443532,-4.670484249,4.751932621,-3.273119752,0.521514564,-0.226150697,0.523795146,2.135057828,-2.082051033,-0.203299546,-0.000973610,-0.000816471,-0.000527458,0.002853165,0.200221836,-0.001224024
10.169686311,1789526650.524281025,-0.113750283,-1.768912141,-1.615563695,-4.671716634,4.752123833,-3.273107831,0.521511191,-0.226142452,0.523776998,2.134259767,-2.081087997,-0.204921034,0.000272184,0.001394504,0.000197118,-0.001630182,0.199273685,-0.006865241
10.177749651,1789526650.532344341,-0.113762204,-1.769103829,-1.615635697,-4.672985498,4.752267838,-3.273000065,0.521483385,-0.226159920,0.523810201,2.133345432,-2.080347745,-0.206514492,-0.000402638,-0.000778306,0.001119019,0.000555741,0.197427468,-0.001427615
10.185743579,1789526650.540338755,-0.113738362,-1.769355599,-1.615683381,-4.674205963,4.752447605,-3.272903983,0.521495360,-0.226165642,0.523814881,2.132470444,-2.079539721,-0.208054954,-0.000554399,0.001496080,-0.000070680,0.001305526,0.202898212,-0.002256693
10.193702726,1789526650.548297882,-0.113654439,-1.769583050,-1.615779225,-4.675462429,4.752615452,-3.272796694,0.521499556,-0.226136524,0.523817296,2.131619137,-2.078652492,-0.209664927,-0.000473236,0.000600349,0.000500375,-0.001512685,0.202218015,0.001463436
10.201792453,1789526650.556388378,-0.113690201,-1.769810502,-1.615863148,-4.676706974,4.752758980,-3.272832457,0.521480389,-0.226167979,0.523823237,2.130824577,-2.077777810,-0.211302111,-0.001313473,-0.000741663,0.000205255,0.002009548,0.200103015,0.002801951
10.209778578,1789526650.564374447,-0.113654439,-1.770026032,-1.615971390,-4.678023521,4.752950668,-3.272676770,0.521462852,-0.226164987,0.523835235,2.129833693,-2.076946125,-0.212954883,-0.000150924,0.000162648,0.001076954,-0.000475469,0.200328716,-0.001037701
10.217774401,1789526650.572370529,-0.113594357,-1.770289723,-1.616055314,-4.679256384,4.753106594,-3.272629325,0.521480788,-0.226149367,0.523820265,2.129026730,-2.076028473,-0.214583480,-0.001133739,0.000114269,-0.000673144,-0.001128002,0.206549228,0.005822437
10.225754753,1789526650.580350637,-0.113582436,-1.770541016,-1.616139237,-4.680548612,4.753297806,-3.272533242,0.521479017,-0.226161158,0.523820169,2.128082340,-2.075167278,-0.216229638,-0.000383175,-0.000747277,0.000174453,-0.002776508,0.202461123,-0.001702888
10.233699068,1789526650.588293552,-0.113534753,-1.770768944,-1.616211239,-4.681853239,4.753477573,-3.272473399,0.521478158,-0.226152420,0.523839561,2.127227876,-2.074247071,-0.217859557,-0.000124718,0.001068462,-0.001051286,-0.000621755,0.204639926,0.007604350
10.241729189,1789526650.596323490,-0.113522832,-1.770996396,-1.616307561,-4.683121864,4.753717899,-3.272413556,0.521466135,-0.226167584,0.523844542,2.126319180,-2.073334678,-0.219420157,-0.000409817,0.000393393,-0.000705077,-0.002596354,0.204512296,0.000466967
10.249689537,1789526650.604284048,-0.113510434,-1.771247689,-1.616403405,-4.684401933,4.753909111,-3.272365634,0.521463682,-0.226179034,0.523838267,2.125426566,-2.072421100,-0.221067967,-0.000521632,-0.000831530,-0.000517810,0.001170717,0.201283062,0.003449731
10.257701879,1789526650.612296343,-0.113462750,-1.771463696,-1.616523568,-4.685682956,4.754053116,-3.272258107,0.521451059,-0.226165646,0.523841055,2.124527464,-2.071562109,-0.222736593,0.000648093,0.001960961,-0.000722359,-0.000544676,0.199867710,-0.001699008
10.265673693,1789526650.620268345,-0.113462750,-1.771727387,-1.616643254,-4.686927740,4.754232883,-3.272246186,0.521448759,-0.226182827,0.523813578,2.123664824,-2.070630432,-0.224400147,-0.000491619,0.000044898,-0.000537275,0.001404437,0.185133625,0.004591208
10.273716273,1789526650.628311157,-0.113426987,-1.771919076,-1.616715256,-4.688052360,4.754340649,-3.272186104,0.521444552,-0.226173452,0.523829203,2.122928335,-2.069874146,-0.225850544,-0.000669866,-0.000731542,-0.000430148,0.002777200,0.169105488,-0.005320441
10.281724258,1789526650.636319637,-0.113390748,-1.772146527,-1.616811101,-4.689105455,4.754448414,-3.272114340,0.521454438,-0.226165394,0.523805934,2.122184885,-2.069134852,-0.227284986,0.000125716,0.001492236,-0.000871192,0.001503696,0.159621515,0.005359741
10.289816065,1789526650.644411802,-0.113354985,-1.772326295,-1.616883103,-4.690063183,4.754568577,-3.272054736,0.521456457,-0.226157781,0.523806043,2.121528954,-2.068460999,-0.228519829,-0.000423209,0.000337549,0.000113827,-0.000131838,0.147681745,-0.003144628
10.297804935,1789526650.652401209,-0.113366906,-1.772458378,-1.616918866,-4.690852825,4.754652023,-3.271994893,0.521447472,-0.226171489,0.523824836,2.120960796,-2.067991653,-0.229511762,0.000126397,-0.000281127,0.000009908,0.002374433,0.129423617,0.000665898
10.305797663,1789526650.660393715,-0.113330666,-1.772613827,-1.617003266,-4.691642706,4.754759789,-3.271958892,0.521448551,-0.226162267,0.523810652,2.120421473,-2.067392520,-0.230557814,-0.000950126,-0.000597335,-0.000360106,-0.002848576,0.120251578,-0.005512014
10.313772393,1789526650.668368578,-0.113306824,-1.772745434,-1.617039029,-4.692360584,4.754867554,-3.271910969,0.521451989,-0.226160034,0.523820313,2.119926320,-2.066893021,-0.231440689,0.000136624,0.000797542,0.001527376,-0.000530460,0.107008052,0.002674773
