group,repeat,wall_time_s,fx_n,fy_n,fz_n,tx_nm,ty_nm,tz_nm
1,1,1789523830.750025272,2.959865,6.558363,56.878044,2.248081,2.312586,0.298893
1,1,1789523830.750659943,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.754267216,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.755242825,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.755984783,2.868702,6.516476,56.929188,2.255334,2.309238,0.301513
1,1,1789523830.759130716,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.761042833,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.761697531,2.801431,6.603086,57.002241,2.246829,2.308342,0.306281
1,1,1789523830.764124632,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.765331268,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.765974045,2.837628,6.546443,56.876853,2.248666,2.307559,0.31575
1,1,1789523830.769111395,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.771384478,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.772071838,2.941085,6.495592,56.942332,2.249899,2.315987,0.311187
1,1,1789523830.774153471,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.775079489,3.047489,6.516922,57.169794,2.246294,2.316512,0.301852
1,1,1789523830.777029514,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.779159069,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.780224085,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.781029224,3.07702,6.576596,56.977146,2.24987,2.31668,0.297216
1,1,1789523830.784176111,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.785717010,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.786471844,3.007593,6.602677,56.845789,2.249997,2.321924,0.296877
1,1,1789523830.789427280,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.790509462,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.791244507,2.829658,6.62759,56.809658,2.246389,2.311934,0.302316
1,1,1789523830.794147730,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.795249224,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.796103001,2.857553,6.554696,56.932466,2.251452,2.31783,0.304539
1,1,1789523830.799107313,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.800166845,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.801201582,2.882738,6.517648,56.959262,2.25052,2.312498,0.309525
1,1,1789523830.805564880,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.806604147,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.807249069,3.032234,6.472152,56.953053,2.251123,2.319124,0.306567
1,1,1789523830.809173822,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.810242414,3.095451,6.473046,56.915733,2.251985,2.318266,0.300352
1,1,1789523830.811311722,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.814185143,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.815705061,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.816808224,3.04507,6.597387,56.888734,2.244618,2.317425,0.294175
1,1,1789523830.819076777,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.820853472,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.821664095,2.94495,6.639858,56.859472,2.246105,2.313161,0.298564
1,1,1789523830.825305700,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.826384068,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.827452183,2.899191,6.668229,57.031806,2.242339,2.314545,0.295696
1,1,1789523830.828519821,3.040278,6.532798,56.831305,2.244719,2.309665,0.30475
1,1,1789523830.829571009,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.830611706,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.831649065,2.865309,6.587097,56.938495,2.246651,2.309302,0.307426
1,1,1789523830.832674742,2.90065,6.533895,56.913724,2.249266,2.312694,0.297969
1,1,1789523830.834128141,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.835185289,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.836263418,2.967147,6.429655,56.912947,2.253173,2.313845,0.310305
1,1,1789523830.837313652,2.803106,6.582973,56.971047,2.247017,2.308355,0.304239
1,1,1789523830.839123249,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.840156317,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.840930700,2.977081,6.446463,56.742839,2.246427,2.312131,0.314474
1,1,1789523830.841973305,2.847759,6.576638,56.834054,2.248062,2.310249,0.312256
1,1,1789523830.844163895,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.845221281,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.846262693,2.978441,6.531351,56.997595,2.248059,2.314374,0.30443
1,1,1789523830.847292900,3.000724,6.547381,56.900649,2.251304,2.318451,0.302212
1,1,1789523830.849189281,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.850230694,2.925974,6.565711,56.834568,2.250899,2.3155,0.307181
1,1,1789523830.851127386,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.852165222,3.092156,6.514383,57.182987,2.250991,2.317889,0.29845
1,1,1789523830.854139090,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.856284857,2.91766,6.605344,56.904441,2.245379,2.317497,0.304294
1,1,1789523830.857336044,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.858368874,3.10968,6.554264,56.984908,2.25286,2.322411,0.296955
1,1,1789523830.859414101,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.860941172,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.861609697,2.964534,6.606466,57.053674,2.249825,2.317162,0.298397
1,1,1789523830.862241745,2.997011,6.605019,56.901265,2.249409,2.320649,0.302581
1,1,1789523830.864248753,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.865206957,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
1,1,1789523830.866261005,2.952799,6.527354,56.972626,2.253507,2.314383,0.306273
1,1,1789523830.867173195,2.836603,6.658152,56.788161,2.247392,2.31335,0.306496
1,1,1789523830.868991137,2.927981,6.479101,56.933311,2.25052,2.312485,0.304964
1,1,1789523830.870835543,2.865789,6.520204,56.917826,2.252246,2.31529,0.307025
