sample_index,wall_time_s,tcp_x_m,tcp_y_m,tcp_z_m,tcp_rx_rad,tcp_ry_rad,tcp_rz_rad,fx_n,fy_n,fz_n,tx_nm,ty_nm,tz_nm
1,1789436837.788286209,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.476631,22.207756,13.825363,-1.828021,0.687274,-2.845854
1,1789436837.793066025,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.423179,22.212863,13.977105,-1.829417,0.682062,-2.850679
1,1789436837.798211336,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.445071,22.211221,13.894257,-1.823361,0.684304,-2.849914
1,1789436837.803304672,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.470487,22.235408,13.694774,-1.832551,0.682242,-2.846735
1,1789436837.808176279,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.533922,22.196608,13.76693,-1.825796,0.688606,-2.853423
1,1789436837.813190222,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.459308,22.21485,13.848083,-1.830421,0.683966,-2.843553
1,1789436837.818408251,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.464349,22.184231,13.699853,-1.82013,0.687227,-2.84885
1,1789436837.823229790,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.422819,22.227185,13.82556,-1.826825,0.68806,-2.83972
1,1789436837.828435898,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.446315,22.247559,13.886251,-1.829949,0.686629,-2.848901
1,1789436837.833416700,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.431216,22.235109,13.815931,-1.824071,0.686777,-2.846235
1,1789436837.838342428,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.435585,22.17992,13.790601,-1.824704,0.681652,-2.850901
1,1789436837.843438148,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.4302,22.168725,13.996466,-1.825923,0.682697,-2.849924
1,1789436837.848236322,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.450146,22.196601,13.827551,-1.826615,0.685123,-2.844648
1,1789436837.853383541,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.471596,22.228378,13.762465,-1.829809,0.684227,-2.844833
1,1789436837.858220339,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.463886,22.165051,13.779945,-1.822848,0.684121,-2.845351
1,1789436837.863223553,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.426807,22.185116,13.9031,-1.822309,0.686385,-2.843791
1,1789436837.868409395,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.396507,22.187046,13.751509,-1.824803,0.680811,-2.84013
1,1789436837.873116732,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.460114,22.222424,13.851872,-1.82313,0.687609,-2.846894
1,1789436837.878450394,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.426582,22.204716,13.812296,-1.828343,0.678277,-2.843265
1,1789436837.884467602,0.534203554386,-0.25668398705,0.557891310673,0.586983286379,1.04923384004,-0.24691593707,31.471519,22.180524,13.785762,-1.822188,0.686654,-2.841349
