unix_time_s,robotmode,safetystatus,program_state
1789615324.4229252,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615324.47294,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615324.5229707,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615324.5729098,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615324.6237752,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615324.6732423,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615324.7231202,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615324.7733145,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615324.8234246,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615324.8735168,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615324.9235797,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615324.973561,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.0236766,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.073784,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.1238854,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.1740308,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.2239072,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.2738886,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.3241634,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.3741524,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.424104,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.4745116,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.5244815,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.574768,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.6245837,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.6747084,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.725073,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.7846274,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.8378646,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.8854277,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.939064,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615325.9867036,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.0251968,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.0754457,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.126349,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.1755,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.225438,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.275459,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.325766,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.3756468,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.4259374,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.4758332,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.537062,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.588869,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.62625,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.6762123,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.7268565,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.7764778,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.826561,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.8767083,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.9267287,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615326.9766955,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.0269136,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.087473,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.1390507,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.1816783,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.2271984,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.2773647,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.3273935,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.3773506,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.4276478,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.4776247,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.5278401,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.577943,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.6279647,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.678307,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.735509,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.7855566,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.8283079,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.8784847,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.928164,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615327.9784272,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.028614,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.078354,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.1286738,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.1785593,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.2287169,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.2883694,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.3418171,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.3880746,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.4291785,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.4789226,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.529131,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.5793452,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.6292524,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.6795,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.7295437,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.7798162,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.8299584,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.8921833,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.9401882,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615328.9838295,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.0300786,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.0802069,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.1304057,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.1805801,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.2304876,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.2806146,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.3306577,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.3806968,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.4308505,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.4943082,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.5396497,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.5852861,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.6331983,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.683431,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.733722,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.783465,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.833553,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.8837495,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.9336653,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615329.9837494,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.033948,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.0955935,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.1455567,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.1898568,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.2343755,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.2838838,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.3345163,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.3844697,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.4344957,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.4843245,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.534401,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.584635,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.6347878,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.6941142,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.748306,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.7959542,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.8350654,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.8853166,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.9355686,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615330.9852934,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.0356104,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.0855784,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.1358182,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.1859012,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.236474,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.2950165,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.34768,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.3862479,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.436276,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.486433,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.536552,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.586655,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.6366684,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.686704,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.7369142,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.7868817,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.8382962,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.9005704,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.943611,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615331.9885638,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615332.0375147,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615332.087606,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615332.137685,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615332.187707,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615332.2379284,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615332.2878082,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615332.3382816,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615332.3881695,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615332.4382699,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615332.498321,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615332.5508306,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
