unix_time_s,robotmode,safetystatus,program_state
1789615816.3357418,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615816.3829324,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615816.422633,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615816.4728036,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615816.5226338,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615816.5727816,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615816.6228576,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615816.673118,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615816.7228217,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615816.7733908,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615816.8234217,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615816.8733444,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615816.9233193,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615816.9784324,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.0313563,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.0768447,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.1239028,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.1737015,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.2234452,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.2740202,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.324009,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.374188,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.4241993,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.4743195,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.5360084,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.5877202,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.6313543,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.674757,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.724626,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.7749062,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.8254247,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.8750873,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.9251282,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615817.9750729,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.0253243,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.0753264,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.1356144,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.1884794,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.2341647,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.2757335,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.3258271,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.37594,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.425883,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.4762833,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.5262408,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.5762622,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.6264548,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.6764793,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.731689,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.7842581,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.8371227,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.876765,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.9268055,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615818.9771473,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615819.027119,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615819.0775106,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615819.1268997,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789615819.177226,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
