unix_time_s,robotmode,safetystatus,program_state
1789614940.4878628,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614940.524739,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614940.5747433,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614940.6249726,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614940.674954,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614940.7385252,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614940.784803,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614940.825171,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614940.875121,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614940.9251378,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614940.975313,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.0255437,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.0755596,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.1255567,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.1754735,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.2256448,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.2877722,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.3394885,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.382001,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.4261656,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.4760957,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.5261707,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.5763466,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.6264942,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.676438,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.7263641,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.7765632,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.8266513,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.8851209,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.937542,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614941.98799,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.0271714,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.077138,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.1270902,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.1774209,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.2272701,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.2773674,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.3273726,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.3776484,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.4276679,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.4775057,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.5277703,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.5777886,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.627886,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.6783562,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.728364,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.7781608,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.8282115,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.8781896,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.9285173,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614942.9789872,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614943.0285273,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614943.0788496,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614943.129256,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614943.1792316,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614943.2290225,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614943.279318,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614943.3295195,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614943.3791988,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789614943.4293797,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
