unix_time_s,robotmode,safetystatus,program_state
1789616468.5494173,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616468.5991623,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616468.6497643,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616468.6992216,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616468.7498252,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616468.7999156,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616468.850315,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616468.9053032,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616468.9578254,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616469.0000415,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616469.0496893,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616469.1003084,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616469.1505144,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616469.2000878,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616469.250644,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616469.311461,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616469.3636744,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616469.400879,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616469.450896,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616469.5011609,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616469.5511763,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616469.6010509,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616469.6513383,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616469.7015224,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616469.7513187,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
1789616469.8016489,Robotmode: RUNNING,Safetystatus: NORMAL,STOPPED null
